feature,importance
amount_log,3442.764404296875
amount,2112.662841796875
high_amount_flag,777.88232421875
amount_time_interaction,700.7842407226562
is_night,454.2794189453125
hour_of_day,422.70526123046875
day_of_week,402.93487548828125
is_weekend,229.34849548339844
