feature,importance
amount_percentile,3261.921630859375
amount,2768.86181640625
high_amount_flag,1454.0885009765625
amount_log,747.3270263671875
amount_time_interaction,744.3429565429688
day_of_week,400.22906494140625
hour_of_day,390.023681640625
is_night,388.18084716796875
is_weekend,327.35418701171875
unusual_hour,93.230224609375
